SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness 
CNC(=O)Cc1ccc(NC(=O)NCc2ccc(N3CCCC3)[nH+]c2)cc1,CNC(=O)Cc1ccc(NC(=O)NCc2ccc(N3CCCC3)[nH+]c2)cc1,4.1811
Cc1ccc(CN2CCN(CC(C)C(=O)NCc3cccc(F)c3)C(=O)C2=O)cc1,Cc1ccc(CN2CCN(CC(C)C(=O)NCc3cccc(F)c3)C(=O)C2=O)cc1,3.7122
CC(Cc1cccs1)N(C)C(=O)NCc1noc(C(C)(C)C)n1,CC(Cc1cccs1)N(C)C(=O)NCc1noc(C(C)(C)C)n1,3.769
CCc1ccc(CC)c(NC(=O)c2cc(OC)c(S(N)(=O)=O)s2)c1,CCc1ccc(CC)c(NC(=O)c2cc(OC)c(S(N)(=O)=O)s2)c1,3.9747
Cc1ccc(NC(=O)C(C)C)cc1NC(=O)Cc1c[nH]c2c(C)cccc12,Cc1ccc(NC(=O)C(C)C)cc1NC(=O)Cc1c[nH]c2c(C)cccc12,1.7813
C=CCN(CC(=O)O)C(=O)N1CCN(C)C(C)(C)C1,C=CCN(CC(=O)[O-])C(=O)N1CC[NH+](C)C(C)(C)C1,-2.1208
c1cc(C[NH+]2CCCC(c3ncc[nH]3)C2)c2c(c1)OCCCO2,c1cc(C[NH+]2CCCC(c3ncc[nH]3)C2)c2c(c1)OCCCO2,-1.3393
CS(=O)(=O)c1ccccc1-c1nnc(NC(=O)CSc2ccc(F)cc2)o1,CS(=O)(=O)c1ccccc1-c1nnc(NC(=O)CSc2ccc(F)cc2)o1,2.2887
O=C1OC(c2ccc(Br)cc2)=NC1=CNc1ccc(Br)cc1,O=C1OC(c2ccc(Br)cc2)=NC1=CNc1ccc(Br)cc1,-1.0275
CC(C)(C)OC(=O)C1(C(=O)O)CC=CCC1N,CC(C)(C)OC(=O)C1(C(=O)[O-])CC=CCC1[NH3+],-29.556
COc1ccc(C(=O)N2CCCC(C(=O)Nc3ccccc3)C2)cc1F,COc1ccc(C(=O)N2CCCC(C(=O)Nc3ccccc3)C2)cc1F,3.3877
CCSC1CCCCC1NC(=O)N1CCCC(CCO)C1,CCSC1CCCCC1NC(=O)N1CCCC(CCO)C1,-0.55018
COC(=O)C1[NH+]=c2cccc(OC)c2=C1NC(=O)C1CC1,COC(=O)C1[NH+]=c2cccc(OC)c2=C1NC(=O)C1CC1,1.9369
CC1CC(C)CN(C(C(=O)[O-])c2cn(CC(=O)O)c3cc(Cl)ccc23)C1,CC1CC(C)C[NH+](C(C(=O)[O-])c2cn(CC(=O)[O-])c3cc(Cl)ccc23)C1,-1.0979
O=c1c2sc3nc(N4CCOCC4)c4c(c3c2ncn1CCc1ccccc1)CCCC4,O=c1c2sc3nc(N4CCOCC4)c4c(c3c2ncn1CCc1ccccc1)CCCC4,-0.85416
COc1ccc(C(=O)C2=C(O)C(=O)N(CCN3CCCC3)C2c2ccco2)cc1,COc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+]3CCCC3)C2c2ccco2)cc1,4.7289
NC(=NO)C1(NC(=O)NC2CCOC2)CCCCCCC1,NC(=NO)C1(NC(=O)NC2CCOC2)CCCCCCC1,-5.4939
CC1=CC(C)(C)N(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c2ccc(O)cc21,CC1=CC(C)(C)N(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)c2ccc(O)cc21,-3.8822
CN(C)c1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,CN(C)c1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,3.0851
CSc1ccccc1NC(=O)Cc1csc(NC(=O)c2ncccn2)n1,CSc1ccccc1NC(=O)Cc1csc(NC(=O)c2ncccn2)n1,2.9011
COc1ccc(C2CCCN2C(=O)CCc2c(C)nc(C)[nH]c2=O)cc1,COc1ccc(C2CCCN2C(=O)CCc2c(C)nc(C)[nH]c2=O)cc1,6.069
CN(C(=O)OC(C)(C)C)C1CCN(C(=O)Cc2cccc(F)c2F)C1,CN(C(=O)OC(C)(C)C)C1CCN(C(=O)Cc2cccc(F)c2F)C1,-34.597
Cc1cc2c(N3CCN(C(C)C(=O)NC4CCCC4)CC3)ncnc2s1,Cc1cc2c(N3CCN(C(C)C(=O)NC4CCCC4)CC3)ncnc2s1,5.3709
CCc1ccccc1NC(=O)NCC1CC[NH+](CC(=O)NC(C)(C)C)CC1,CCc1ccccc1NC(=O)NCC1CC[NH+](CC(=O)NC(C)(C)C)CC1,2.5117
O=S(=O)(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1,O=S(=O)(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1,2.0305
Cc1ccc(-n2c(=O)c3oc4ccccc4c3n(CC(=O)c3ccccc3)c2=O)cc1,Cc1ccc(-n2c(=O)c3oc4ccccc4c3n(CC(=O)c3ccccc3)c2=O)cc1,4.0983
O=C(Nc1c(C(=O)N2CCOCC2)cnn1-c1ccccc1)c1cccs1,O=C(Nc1c(C(=O)N2CCOCC2)cnn1-c1ccccc1)c1cccs1,7.7821
c1coc(CNC2CCc3ccccc3C2)c1,c1coc(CNC2CCc3ccccc3C2)c1,-0.038363
CS(=O)(=O)CC(NC(=O)NC1(CCO)CCC1)c1ccccc1,CS(=O)(=O)CC(NC(=O)NC1(CCO)CCC1)c1ccccc1,-2.9969
C(=Cc1cccc2c1OCCO2)c1nc2ccccc2s1,C(=Cc1cccc2c1OCCO2)c1nc2ccccc2s1,-6.3457
Cc1ccc(NCC(=O)N(C)Cc2cccs2)cc1C(=O)N(C)C,Cc1ccc(NCC(=O)N(C)Cc2cccs2)cc1C(=O)N(C)C,6.9376
COc1cc2cc(CNc3ccc(OC(F)(F)F)cc3)c(=O)[nH]c2cc1OC,COc1cc2cc(CNc3ccc(OC(F)(F)F)cc3)c(=O)[nH]c2cc1OC,-4.4518
O=[N+]([O-])c1cccc(CSc2nc3ccccc3[nH]2)c1,O=[N+]([O-])c1cccc(CSc2nc3ccccc3[nH]2)c1,-5.1648
CCc1ccsc1CN1CCC(=O)NC1=O,CCc1ccsc1CN1CCC(=O)NC1=O,6.313
CS(=O)(=O)N1CCCC1C(=O)N(Cc1cccnc1)c1nc2ccc(Cl)cc2s1,CS(=O)(=O)N1CCCC1C(=O)N(Cc1cccnc1)c1nc2ccc(Cl)cc2s1,7.5382
O=C(CC1CCCC1)Nc1ccc2c(c1)C(=[N+]1CCOCC1)Nc1cc(Cl)ccc1O2,O=C(CC1CCCC1)Nc1ccc2c(c1)C(=[N+]1CCOCC1)Nc1cc(Cl)ccc1O2,-2.7708
COC1CCCCC1NC(=O)c1cn(Cc2cccnc2)nn1,COC1CCCCC1NC(=O)c1cn(Cc2cccnc2)nn1,-4.5438
O=c1oc(-c2ccc([N+](=O)[O-])cc2)nc2ccc(O)cc12,O=c1oc(-c2ccc([N+](=O)[O-])cc2)nc2ccc(O)cc12,-5.7704
CCCOc1cc(C)ccc1NC(=O)NC,CCCOc1cc(C)ccc1NC(=O)NC,1.1227
CCOC(=O)c1ncoc1-c1ccccc1SC,CCOC(=O)c1ncoc1-c1ccccc1SC,-2.6477
Cc1ccc(-c2nnco2)cc1NC(=O)COc1ccc(I)cc1,Cc1ccc(-c2nnco2)cc1NC(=O)COc1ccc(I)cc1,2.4476
CCC(CC)N(C)C(=O)Nc1cccc([N+](=O)[O-])c1,CCC(CC)N(C)C(=O)Nc1cccc([N+](=O)[O-])c1,-3.4239
Cc1ccc(CC(=O)Nc2nc(C)c(Cc3ccc(F)cc3)s2)cn1,Cc1ccc(CC(=O)Nc2nc(C)c(Cc3ccc(F)cc3)s2)cn1,1.7974
CCCC(O)c1ccn(CC2CN(CC)CCO2)c1,CCCC(O)c1ccn(CC2CN(CC)CCO2)c1,4.361
O=C(Nc1nncs1)NC1CCN(C(=O)c2ccco2)CC1,O=C(Nc1nncs1)NC1CCN(C(=O)c2ccco2)CC1,7.0681
CC(C)N1CCC(Nc2cccc(OCC(=O)N(C)C)c2)C1=O,CC(C)N1CCC(Nc2cccc(OCC(=O)N(C)C)c2)C1=O,6.1471
CC1CC[NH+](C(CNC(=O)CCc2nc3ccccc3s2)c2cccs2)CC1,CC1CC[NH+](C(CNC(=O)CCc2nc3ccccc3s2)c2cccs2)CC1,3.6318
COc1cccc(C(=O)N2CCC(C)Sc3ccccc32)c1F,COc1cccc(C(=O)N2CCC(C)Sc3ccccc32)c1F,3.5946
Cc1cc(NC(=O)C(=O)NC(c2ccccc2C)C(C)C)n(C)n1,Cc1cc(NC(=O)C(=O)NC(c2ccccc2C)C(C)C)n(C)n1,3.3279
Cc1nn(Cc2ccc(F)cc2)c(Cl)c1CN1CCN(C(C)C(N)=O)CC1,Cc1nn(Cc2ccc(F)cc2)c(Cl)c1CN1CCN(C(C)C(N)=O)CC1,5.856
CCC1CC(=O)N(CCC(C)CCS)C1,CCC1CC(=O)N(CCC(C)CCS)C1,-2.0884
O=C(Cc1ccc(N(Cc2ccccc2)C(=O)C=Cc2ccccc2)cc1)N1CCOCC1,O=C(Cc1ccc(N(Cc2ccccc2)C(=O)C=Cc2ccccc2)cc1)N1CCOCC1,1.6376
Cn1nc(-c2ccc(Cl)cc2)cc1NC(=O)CSc1nnc(-c2ccccc2)[nH]1,Cn1nc(-c2ccc(Cl)cc2)cc1NC(=O)CSc1nnc(-c2ccccc2)[nH]1,4.4193
CC1CCN(C(=O)CNC(=O)c2ccccc2)CC1O,CC1CCN(C(=O)CNC(=O)c2ccccc2)CC1O,6.4424
CC1CC([NH3+])CN(CCc2ccccn2)C1,CC1CC([NH3+])CN(CCc2ccccn2)C1,1.8454
COc1ccc(C(=O)NCC(C)(C)C[NH+](C)C)c(O)c1,COc1ccc(C(=O)NCC(C)(C)C[NH+](C)C)c(O)c1,0.46543
c1cn(-c2cc(NC3CCCC(C4CC4)C3)ncn2)cn1,c1cn(-c2cc(NC3CCCC(C4CC4)C3)ncn2)cn1,0.36369
CC([NH2+]C1CCN(Cc2ccccc2)C1)C(=O)N1CCCCC1,CC([NH2+]C1CCN(Cc2ccccc2)C1)C(=O)N1CCCCC1,2.3682
CCc1cc(CC2(O)CSC(C)C2)n(CC)n1,CCc1cc(CC2(O)CSC(C)C2)n(CC)n1,6.2402
O=S(=O)(N1CCOCC1)N1CCCC1C1CCCCC1O,O=S(=O)(N1CCOCC1)N1CCCC1C1CCCCC1O,-2.1707
CC(NC1CCC([NH+](C)C)C1)c1ccc(F)cc1OC(F)F,CC(NC1CCC([NH+](C)C)C1)c1ccc(F)cc1OC(F)F,-2.4935
N#Cc1cc(Cl)nc(NNC(=O)c2ccccc2N2CCCC2=O)c1,N#Cc1cc(Cl)nc(NNC(=O)c2ccccc2N2CCCC2=O)c1,-0.35347
O=C(NNc1ccccc1)Nc1cccc(OCc2cscn2)c1,O=C(NNc1ccccc1)Nc1cccc(OCc2cscn2)c1,2.2128
CCOc1ccc(C=C2Oc3cc(OC(=O)N(C)C)ccc3C2=O)cc1,CCOc1ccc(C=C2Oc3cc(OC(=O)N(C)C)ccc3C2=O)cc1,-2.24
O=S(=O)(c1ccccc1)N1CCOC(c2nc(Cc3cccs3)no2)C1,O=S(=O)(c1ccccc1)N1CCOC(c2nc(Cc3cccs3)no2)C1,-0.56548
CN1CCN(C(=O)C2CCN(C(=O)OCC(F)(F)F)CC2)CC1,CN1CCN(C(=O)C2CCN(C(=O)OCC(F)(F)F)CC2)CC1,-4.2301
NC(=O)c1ccc(NC(=O)C(=O)NCC2CC=CCC2)cc1Cl,NC(=O)c1ccc(NC(=O)C(=O)NCC2CC=CCC2)cc1Cl,-3.4302
COC(=O)C1CC2CCCCC2N1C(=O)c1cc(Cl)cc(Cl)c1,COC(=O)C1CC2CCCCC2N1C(=O)c1cc(Cl)cc(Cl)c1,-4.4622
CC(NC(=O)CCn1c(=O)[nH]c(=O)c2ccccc21)c1cc(F)ccc1N1CC[NH+](C)CC1,CC(NC(=O)CCn1c(=O)[nH]c(=O)c2ccccc21)c1cc(F)ccc1N1CC[NH+](C)CC1,4.2014
Cn1c(=O)c2[nH]c(CN(CCCO)c3ccccc3)nc2n(C)c1=O,Cn1c(=O)c2[nH]c(CN(CCCO)c3ccccc3)nc2n(C)c1=O,2.2678
CC(C)C(NC(=O)c1cccc(N2C(=O)CCC2=O)c1)c1nc(C2CC2)no1,CC(C)C(NC(=O)c1cccc(N2C(=O)CCC2=O)c1)c1nc(C2CC2)no1,-0.48169
CCC(NC(=O)Nc1cccc(NC(C)=O)c1)c1cccc(Cl)c1,CCC(NC(=O)Nc1cccc(NC(C)=O)c1)c1cccc(Cl)c1,2.5034
CC(C)N(CC1CCCCO1)C(=O)c1ccc(Oc2ccccc2)nc1,CC(C)N(CC1CCCCO1)C(=O)c1ccc(Oc2ccccc2)nc1,-2.9193
Cc1ccsc1CN1CC(C)(c2ccccc2)[NH2+]CC1C,Cc1ccsc1CN1CC(C)(c2ccccc2)[NH2+]CC1C,4.649
COCCOc1cccc(NC(=O)NC(C)c2c(C)noc2C)c1,COCCOc1cccc(NC(=O)NC(C)c2c(C)noc2C)c1,-2.927
N#Cc1ccc(-c2noc(-c3ccsc3)n2)nc1,N#Cc1ccc(-c2noc(-c3ccsc3)n2)nc1,-2.2982
CC(C)CCN1NC(C2=NC(=O)C3=C4CCCCC4SC3=N2)c2ccccc2C1=O,CC(C)CCN1NC(C2=NC(=O)C3=C4CCCCC4SC3=N2)c2ccccc2C1=O,0.79862
O=C(Cc1cccnc1)NC1CCCCCC1C(=O)[O-],O=C(Cc1cccnc1)NC1CCCCCC1C(=O)[O-],-1.8939
CN(Cc1ccc(Cl)nc1)C(=O)C1CC2CCC1O2,CN(Cc1ccc(Cl)nc1)C(=O)C1CC2CCC1O2,3.0385
CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)N(C)Cc1c(F)cccc1Cl)C2=O,CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)N(C)Cc1c(F)cccc1Cl)C2=O,3.8076
Cc1ccc([N+](=O)[O-])cc1NC(=O)C[NH+]1CCC(C)C(O)C1,Cc1ccc([N+](=O)[O-])cc1NC(=O)C[NH+]1CCC(C)C(O)C1,-2.4226
COC(C)(C)c1noc(-c2ccc3nc(N)sc3c2)n1,COC(C)(C)c1noc(-c2ccc3nc(N)sc3c2)n1,-1.9063
O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,2.1367
O=C(NCCc1nc2ccccc2n1CCC(=O)N1CCCCCC1)c1ccc(Br)cc1,O=C(NCCc1nc2ccccc2n1CCC(=O)N1CCCCCC1)c1ccc(Br)cc1,-2.0008
O=C(CS(=O)Cc1cn2ccccc2n1)NCCc1ccc(F)cc1,O=C(CS(=O)Cc1cn2ccccc2n1)NCCc1ccc(F)cc1,0.52667
CCCCS(=O)(=O)NCC(=O)N1CCCCCC1c1cccn1C,CCCCS(=O)(=O)NCC(=O)N1CCCCCC1c1cccn1C,-3.93
CC1CCN(C(=O)c2ccc3c(c2O)OC(C)(C)C3)CC1O,CC1CCN(C(=O)c2ccc3c(c2O)OC(C)(C)C3)CC1O,3.4819
Cc1cc(NC(=O)C(Cc2cccc(F)c2)n2nnnc2C)ccc1C(=O)NC(C)C,Cc1cc(NC(=O)C(Cc2cccc(F)c2)n2nnnc2C)ccc1C(=O)NC(C)C,3.3194
COc1c(Cl)cc(Cl)cc1Br,COc1c(Cl)cc(Cl)cc1Br,-3.6864
COC(=O)N1CCCC(Nc2cc(Br)cc(F)c2C(N)=O)C1,COC(=O)N1CCCC(Nc2cc(Br)cc(F)c2C(N)=O)C1,-2.7199
O=C(NCc1cc(-c2ccccc2)on1)c1c(O)cccc1O,O=C(NCc1cc(-c2ccccc2)on1)c1c(O)cccc1O,3.5802
Cc1cc(N2CCOCC2)ccc1NC(=O)NC(C)C(=O)N1CCCCC1,Cc1cc(N2CCOCC2)ccc1NC(=O)NC(C)C(=O)N1CCCCC1,1.6497
Cc1cc(NC(=O)C(=O)NC2CC2C)ccc1OC(C)C,Cc1cc(NC(=O)C(=O)NC2CC2C)ccc1OC(C)C,1.2333
O=C1NC(=O)C(=Cc2ccc(OC(=O)c3cccc4ccccc34)cc2)C(=O)N1,O=C1NC(=O)C(=Cc2ccc(OC(=O)c3cccc4ccccc34)cc2)C(=O)N1,3.7469
CS(=O)(=O)CCCNC(=O)NCCc1cc(F)ccc1F,CS(=O)(=O)CCCNC(=O)NCCc1cc(F)ccc1F,-3.7736
O=C(CN1CCN(c2ncccn2)CC1)NC1(c2ccccc2)CCC1,O=C(CN1CCN(c2ncccn2)CC1)NC1(c2ccccc2)CCC1,6.3166
CC1CC(C)CC([NH+](C)CC(C)(C)S(C)(=O)=O)C1,CC1CC(C)CC([NH+](C)CC(C)(C)S(C)(=O)=O)C1,0.62537
CSc1cccc(NC(=O)Cn2c(=O)n(CCc3ccccc3)c(=O)c3oc4ccccc4c32)c1,CSc1cccc(NC(=O)Cn2c(=O)n(CCc3ccccc3)c(=O)c3oc4ccccc4c32)c1,4.6523
O=C(NCCCOCC1CCCO1)N1CC2CC=CCC2C1,O=C(NCCCOCC1CCCO1)N1CC2CC=CCC2C1,-1.6534
O=C(C=Cc1cccs1)NCC12CC3CC(CC(C3)C1)C2,O=C(C=Cc1cccs1)NCC12CC3CC(CC(C3)C1)C2,2.8054
CCS(=O)(=O)CC(C)[NH2+]C1C(C)CCCC1C,CCS(=O)(=O)CC(C)[NH2+]C1C(C)CCCC1C,-5.2863
CC1CC(CC(=O)NCCCn2cc[nH+]c2)CC(C)(C)C1,CC1CC(CC(=O)NCCCn2cc[nH+]c2)CC(C)(C)C1,0.54954
Cc1nc(SC(C)c2ccccc2)[nH]c(=O)c1CC(=O)N1CCN(S(C)(=O)=O)CC1,Cc1nc(SC(C)c2ccccc2)[nH]c(=O)c1CC(=O)N1CCN(S(C)(=O)=O)CC1,9.9914
Cc1cccc(N2CCN(C(c3cccs3)c3nnnn3C(C)(C)C)CC2)c1C,Cc1cccc(N2CCN(C(c3cccs3)c3nnnn3C(C)(C)C)CC2)c1C,4.6347
OCc1cncc(OCC2CCCO2)n1,OCc1cncc(OCC2CCCO2)n1,-2.3467
COC(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1C,COC(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1C,-2.2638
Cc1ccccc1C(C#N)NC(=O)c1sc(C2CCCC2)nc1C,Cc1ccccc1C(C#N)NC(=O)c1sc(C2CCCC2)nc1C,-3.075
CCN(C(=O)C1=NN(c2ccc(C)cc2)C(=O)C1)C1CC([O-])=NC1=O,CCN(C(=O)C1=NN(c2ccc(C)cc2)C(=O)C1)C1CC([O-])=NC1=O,6.7673
O=C(CN(Cc1ccco1)S(=O)(=O)c1ccc(Cl)nc1)N1CCCc2ccccc21,O=C(CN(Cc1ccco1)S(=O)(=O)c1ccc(Cl)nc1)N1CCCc2ccccc21,4.3797
Cc1ccc(OC(C)C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)cc1,Cc1ccc(OC(C)C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)cc1,-0.090298
CC(Cc1ccsc1)NC(=O)NCc1cccs1,CC(Cc1ccsc1)NC(=O)NCc1cccs1,6.1598
CCN(C(=O)CN1CCCC(C(=O)O)C1)C1=CCCCC1,CCN(C(=O)C[NH+]1CCCC(C(=O)[O-])C1)C1=CCCCC1,-1.2104
CCc1cnc(NC(=O)C2CCN(C(=O)N3CCCC3)CC2)s1,CCc1cnc(NC(=O)C2CCN(C(=O)N3CCCC3)CC2)s1,5.9013
CC[NH2+]C1c2cc(OC)ccc2CC1SCC(=O)OC,CC[NH2+]C1c2cc(OC)ccc2CC1SCC(=O)OC,-0.67316
Cc1cc(C)cc(C(C)NC(=O)NC(C)C(C)CO)c1,Cc1cc(C)cc(C(C)NC(=O)NC(C)C(C)CO)c1,-0.66344
O=C(Cn1ccc2c(nnc3ccnn32)c1=O)NC1CCCCCC1,O=C(Cn1ccc2c(nnc3ccnn32)c1=O)NC1CCCCCC1,-1.8925
OC(C[NH2+]CC1CC=CCC1)c1ccc(F)cc1,OC(C[NH2+]CC1CC=CCC1)c1ccc(F)cc1,-7.6365
CC1CSCCN1S(=O)(=O)c1ccc(C[NH3+])cc1F,CC1CSCCN1S(=O)(=O)c1ccc(C[NH3+])cc1F,0.093246
COc1cc(Cl)ccc1CNC(=O)Nc1nc(C(C)C)nn1C,COc1cc(Cl)ccc1CNC(=O)Nc1nc(C(C)C)nn1C,4.1512
COc1ccc(CNC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,COc1ccc(CNC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,-4.1101
COc1ccc(N2CCN(CC(=O)Nc3cc(OC)c(OC)cc3C#N)CC2C)cc1,COc1ccc(N2CCN(CC(=O)Nc3cc(OC)c(OC)cc3C#N)CC2C)cc1,0.60754
CCN(Cc1ccccc1C)C(=O)C(NC(C)=O)C1CCCC1,CCN(Cc1ccccc1C)C(=O)C(NC(C)=O)C1CCCC1,-0.15481
Cc1c(Cl)cccc1NC(=O)C(C)S(=O)Cc1ccccc1Cl,Cc1c(Cl)cccc1NC(=O)C(C)S(=O)Cc1ccccc1Cl,0.93165
CC[NH+](CC)C(CNC=C1C(=O)NC(=O)c2ccccc21)c1ccsc1,CC[NH+](CC)C(CNC=C1C(=O)NC(=O)c2ccccc21)c1ccsc1,3.01
COc1ccc2c(c1)C=C(C(=O)N1CCc3[nH]ncc3C1)CO2,COc1ccc2c(c1)C=C(C(=O)N1CCc3[nH]ncc3C1)CO2,6.7867
O=C1OC(c2cccs2)=CC1=Cc1ccc(Cl)c([N+](=O)[O-])c1,O=C1OC(c2cccs2)=CC1=Cc1ccc(Cl)c([N+](=O)[O-])c1,-2.8026
O=C(Cc1ccccc1F)N1CCN(C(=O)Nc2ccc(F)c(Cl)c2)CC1,O=C(Cc1ccccc1F)N1CCN(C(=O)Nc2ccc(F)c(Cl)c2)CC1,5.7198
Cc1ccc(C(C)NC(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,Cc1ccc(C(C)NC(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1,5.4198
COc1ccc(Cl)cc1NCC(=O)N1CCN(c2ccccc2)CC1,COc1ccc(Cl)cc1NCC(=O)N1CCN(c2ccccc2)CC1,7.0167
CS(=O)(=O)CC[NH+](Cc1cc(Cl)ccc1O)C1CC1,CS(=O)(=O)CC[NH+](Cc1cc(Cl)ccc1O)C1CC1,-2.0336
C#CCC(C)OC(=O)C1COc2cc(OC)ccc2C1,C#CCC(C)OC(=O)C1COc2cc(OC)ccc2C1,-2.1223
Cc1ccc(NC(=O)CSc2ccc(N3CCC(C(=O)N4CCCCC4)CC3)nn2)cc1F,Cc1ccc(NC(=O)CSc2ccc(N3CCC(C(=O)N4CCCCC4)CC3)nn2)cc1F,3.1582
CCN1CCN(C(=O)c2ncn[n-]2)CC1,CCN1CCN(C(=O)c2ncn[n-]2)CC1,9.3562
CCc1c(C(=O)N(C)Cc2cccs2)cnn1-c1cccc(Cl)c1,CCc1c(C(=O)N(C)Cc2cccs2)cnn1-c1cccc(Cl)c1,9.0522
[NH3+]C1(CO)CCCC(Oc2ccccc2CO)C1,[NH3+]C1(CO)CCCC(Oc2ccccc2CO)C1,-8.3075
Cc1ccc(C)c(N=Cc2ccc(O)c(O)c2)c1,Cc1ccc(C)c(N=Cc2ccc(O)c(O)c2)c1,-0.46083
COc1ccc(-n2ccnc2-c2nc3c(cnn3Cc3ccncc3)[nH]2)cc1,COc1ccc(-n2ccnc2-c2nc3c(cnn3Cc3ccncc3)[nH]2)cc1,5.0026
CCc1cc(=O)n2c(n1)SCC2CC(=O)N1CCCCC1,CCc1cc(=O)n2c(n1)SCC2CC(=O)N1CCCCC1,1.8523
CC(=O)Nc1ccc(NCC(=O)NCc2cccs2)c(C(F)(F)F)c1,CC(=O)Nc1ccc(NCC(=O)NCc2cccs2)c(C(F)(F)F)c1,-2.8845
C[NH+](C)C1CCC(NC(=O)c2ccn(C3CCCC3)n2)C1,C[NH+](C)C1CCC(NC(=O)c2ccn(C3CCCC3)n2)C1,2.6232
CCCOc1cc(C)c(C)cc1S(=O)(=O)N1CCCCC1,CCCOc1cc(C)c(C)cc1S(=O)(=O)N1CCCCC1,-0.41242
Cc1nc(N)sc1-c1ccc([N+](=O)[O-])o1,Cc1nc(N)sc1-c1ccc([N+](=O)[O-])o1,-1.4992
CC[NH2+]C(c1cc2c(cc1Br)OCCO2)C1(C)CCCO1,CC[NH2+]C(c1cc2c(cc1Br)OCCO2)C1(C)CCCO1,-10.562
CC1=C(C(=O)Nc2ccccc2)C(c2cccc(I)c2)NC(=S)N1,CC1=C(C(=O)Nc2ccccc2)C(c2cccc(I)c2)NC(=S)N1,3.8204
CCOC1CC([NH+](C)Cc2c(C)nn(C)c2OC)C12CCC2,CCOC1CC([NH+](C)Cc2c(C)nn(C)c2OC)C12CCC2,-2.5851
CCn1c(C)cc(C(=O)Nc2ccccc2Cl)c1C,CCn1c(C)cc(C(=O)Nc2ccccc2Cl)c1C,4.4887
CC[NH2+]C(Cc1ccc(C)cn1)c1c(F)cc(F)cc1F,CC[NH2+]C(Cc1ccc(C)cn1)c1c(F)cc(F)cc1F,-2.9336
C[NH+](C)C1CCC(NC(=O)C=Cc2cnc3ccccc3n2)C1,C[NH+](C)C1CCC(NC(=O)C=Cc2cnc3ccccc3n2)C1,-0.45734
CN(C(=O)NCc1ccncc1)C1CCCC1S(C)(=O)=O,CN(C(=O)NCc1ccncc1)C1CCCC1S(C)(=O)=O,0.63984
O=C1NC2(CCCCC2)C(=O)N1Cc1ccc(F)cc1Cl,O=C1NC2(CCCCC2)C(=O)N1Cc1ccc(F)cc1Cl,-0.42174
CCOC(=O)c1[nH]c(C)c(C(=O)N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c1C,CCOC(=O)c1[nH]c(C)c(C(=O)N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c1C,2.9401
Cc1cc(Br)c2c(c1)C(NC1CCN(C)C1=O)CCO2,Cc1cc(Br)c2c(c1)C(NC1CCN(C)C1=O)CCO2,4.5435
Clc1ccc(-c2nnc(SCc3cn4ccccc4n3)o2)cc1,Clc1ccc(-c2nnc(SCc3cn4ccccc4n3)o2)cc1,2.8314
CCCCCOC(=O)c1csc(-c2cnccn2)n1,CCCCCOC(=O)c1csc(-c2cnccn2)n1,-6.6042
COc1cc(C(C)=O)ccc1OCC(=O)Nc1cc(C(C)(C)C)no1,COc1cc(C(C)=O)ccc1OCC(=O)Nc1cc(C(C)(C)C)no1,-0.33721
OC(CC1CCCCC[NH+]1Cc1cc[nH]n1)c1ccco1,OC(CC1CCCCC[NH+]1Cc1cc[nH]n1)c1ccco1,-3.5289
COCCN(Cc1ccco1)C(=O)c1cc2c([nH]c1=O)CCCC2,COCCN(Cc1ccco1)C(=O)c1cc2c([nH]c1=O)CCCC2,0.78456
Cc1cc(C(=O)CC(C)CC(=O)[O-])ccc1F,Cc1cc(C(=O)CC(C)CC(=O)[O-])ccc1F,-3.0764
O=C(OCCOc1ccc(Cl)cc1)c1ccc(O)cc1O,O=C(OCCOc1ccc(Cl)cc1)c1ccc(O)cc1O,-7.9623
N#Cc1cccc(Cl)c1N1CCC(NC(=O)C2CCCCC2)CC1,N#Cc1cccc(Cl)c1N1CCC(NC(=O)C2CCCCC2)CC1,-1.6612
